num,x,y,spp,dbh01,dbh04,hgt,crd1,crd2,crd3,crd4,crd5,crd6,crd7,crd8,crd9,kabudachi,growth
23,6.988692959,17.92732174,bp,2.896619964,2.960281942,2.9,0.0,0.0,0.0,0.0,7.189984589319294,8.692726814320588,3.894073899263791,1.2613177895942727,1.665607554829304,103.56710195025306,0.02122065933333328
24,6.597033223,17.7890832,bp,1.76,1.909859317,3.1,0.0,0.0,0.0,0.0,3.2647828861296553,11.905044157011478,1.6594821633211672,3.9098233850962583,3.5852469441083126,99.57438750965956,0.049953105666666664
25,6.590440656,17.62216538,bp,1.98,2.196338215,3.7,0.0,0.0,0.0,0.0,2.030524649827296,11.296117224294969,3.1740436224985467,2.5764971062750455,4.693800449007728,100.12411406993706,0.07211273833333331
30,8.302944683,22.16275509,bp,1.82,2.705634033,3.8,0.0,5.317623314791288,1.1183080440662936,6.477207300865688,7.896553719771645,2.339314405416663,0.0,0.08990256232125261,2.8169338340062424,131.96727287470824,0.2952113443333333
31,8.418489093,22.1145783,bp,4.297183463,4.61549335,3.7,0.0,5.031264111656014,1.1369221962111238,6.379223839832816,5.542405744558999,4.6617521123498875,0.0,0.08853496308593593,2.7589464228131653,120.5453204620844,0.10610329566666692
32,8.640717582,22.44507662,bp,18.23915648,18.52563538,11.9,0.0,5.511619540326882,4.306639612219419,3.9082789538314313,3.9144776214032593,5.80209136360158,0.0,1.5987743377352153,1.1993379960894532,126.42676515346443,0.09549296666666744
33,8.507267028,22.71501523,bp,13.59183214,13.68732511,5.8,0.0,6.739814861777706,4.5030536894110185,4.2833026123047055,2.738997657530697,6.862603613638091,0.0,1.9280630017262204,1.0134647959717564,128.926085160859,0.03183099000000015
34,8.811950518,22.14812198,bp,5.856901906,6.68450761,4.3,0.0,4.546445360029302,1.2694676690671112,6.356438391019852,4.946326094047687,4.9102850906200155,0.0,0.08394946131357117,2.4933067049401085,129.29826210650185,0.2758685679999999
35,8.946126596,22.23051988,bp,0.62,1.06,2.1,0.0,4.488894602984708,4.295863011530667,3.517706721377971,2.3967489651733103,7.26898476198028,0.0,0.08241519462381316,2.326126855351932,163.16466330918672,0.1466666666666667
36,8.916752409,22.42262801,bp,2.99211293,3.9152116,4.5,0.0,4.881545171474339,4.554454575883936,3.675964799195082,0.6924368003569563,8.82907048351752,0.0,1.6007395934375905,0.9980900784992817,168.31815751979263,0.30769955666666676
37,8.925955508,22.88300507,bp,15.40619849,16.71126902,14.2,0.0,7.5086655648133185,3.621077750518083,4.018660179310485,2.6828936393466924,6.5004819066728015,0.0,1.9790448912261036,1.3086273794526229,122.63555738690219,0.43502351
50,1.070079198,30.0129831,bp,1.54,1.55,2.2,2.836211289063881,3.2829799119588716,2.1108879521886963,0.0,0.22864836811089564,4.178747025624572,3.51072545211229,3.177149063157335,2.8787147025787414,32.4315767422322,0.003333333333333336
51,1.087553512,30.01110021,bp,0.57,1.15,2.0,2.906403725863086,3.2703060899678604,2.1030756551178045,0.0,0.22894905825271453,4.1767775361849555,3.5142276378403916,3.1787452242102683,2.879112889800943,87.6221547070835,0.19333333333333333
88,19.49491609,28.80229213,bp,2.53,2.641972055,2.9,0.0,0.0,0.0,0.7835876117479577,2.3065457181987403,8.723230942348707,0.8434672957985933,3.602665779516979,1.5336886337256592,91.26426727378941,0.03732401833333343
89,19.16681091,28.65414696,bp,1.87,2.21,2.8,0.0,0.0,0.5566993388326373,0.2484120679855944,0.6297013137136753,9.758359918326768,1.0828895666925857,1.3552227358996503,3.7148061124991987,163.94889308219155,0.11333333333333329
90,19.01433591,28.50552349,bp,1.86,2.07,2.6,0.0,0.0,0.0,0.7942062180278879,0.0,10.118393312635378,1.5637852486818125,1.501216115197241,3.0270324917645333,126.81156724153487,0.06999999999999991
91,19.28818616,28.62802263,bp,12.15943765,12.3185926,7.4,0.0,0.0,0.0,0.7818943364453234,0.63169705426919,9.75949883393215,1.0973475175395948,1.7934587852140964,3.291027622718451,82.74219132543672,0.05305165000000045
92,19.56290792,28.4251192,bp,3.16,3.660563691,3.7,0.0,0.0,0.0,0.7088905427829164,0.08514636578571601,9.336755409300622,2.087988071342787,3.6841339588419344,1.1977758861363668,88.90364011491332,0.16685456366666665
93,19.5558921,28.66597854,bp,0.69,0.72,1.6,0.0,0.0,0.0,0.7497743279029617,2.254464608375776,8.563561099396377,0.8510725028855483,3.3063451518674456,1.8232567078488215,110.88517413291098,0.010000000000000009
94,19.07484955,28.29398063,bp,12.92338138,13.62366313,6.4,0.0,0.0,0.0,0.7436207177685236,0.7240876226015103,9.13084585003069,1.279526520397749,1.7945126046569044,3.003252847659687,67.07510857400662,0.23342725000000009
95,19.31219183,28.19753908,bp,2.02,2.74,3.4,0.0,0.0,0.0,0.7005976897583843,0.8111483336534873,8.982127692081917,1.3073768971426498,1.7698312887846175,3.045767231776546,115.31237351821916,0.24000000000000007
96,19.39503726,28.23270488,bp,1.24,1.93,3.3,0.0,0.0,0.0,0.6974730968153551,0.8040406546324754,9.054483548303681,1.3185943581304973,1.7570008816319134,3.0742052961418276,117.89624737353061,0.22999999999999998
105,19.69916376,20.65348857,bp,3.628732702,3.756056657,3.5,0.0,2.387874670879805,0.3997461053387271,0.6379612842990976,0.0,0.6790356714571453,6.38173392091255,8.57212364118999,3.062007560919006,0.0,0.0424413183333332
108,19.67472816,13.7331669,bp,0.44,0.8,1.6,5.8822705393502,0.3495690410580972,8.351053019479282,18.185835143957554,6.647588209651821,8.218407341792561,0.9344971390379443,0.4869438906319196,2.1355267761197196,28.698519673414175,0.12000000000000001
109,19.51290635,13.84346365,bp,0.19,0.38,1.4,4.903179718820487,0.3927016125638468,5.520803618354256,15.276954862140112,9.406643315333554,9.704148455346385,0.9495194387456549,0.48419307886426094,2.094451403979224,76.73307749600677,0.06333333333333334
110,19.66967545,13.82849535,bp,1.0,1.28,2.4,5.789751244162543,0.3577506271104536,6.261271451159941,20.041893890647493,6.634056288474979,8.137466022254074,0.9431857901842561,0.4895244447649388,2.129862259885419,25.268338675444888,0.09333333333333334
111,19.45059203,13.83748748,bp,4.265352475,4.488169395,4.9,4.6120175259751415,0.40722818377707204,7.223641402888321,13.360395740364297,9.307995686055438,9.612883424397912,0.9508953713464812,0.4817758842044794,1.4590219965280598,9.375525287397648,0.07427230666666655
112,16.47161312,13.88853747,bp,8.785352859,9.549296586,6.3,0.0,1.2374807653417954,1.4316067495672524,1.5862806458809957,0.33991292757535535,4.422496628513162,9.53697565339214,4.806921654404661,5.1466347036631115,0.0,0.2546479090000003
126,21.83654062,11.59546112,bp,1.01,1.09,0.0,0.0,2.000484867970834,21.14315505456195,18.20038746246368,0.1295943813476608,2.6692302755707056,2.3297366591779767,1.8900334526298779,1.7240443710068902,62.218882852963375,0.02666666666666669
133,24.4813307,11.26108677,bp,4.456338407,4.742817304,8.5,0.0,0.0,16.307784362532118,19.891323138944756,1.5590743487529932,1.778500390324784,0.8747154720601156,4.226094587920131,7.058166437454642,155.97849892102226,0.09549296566666676
134,24.48375705,11.3246776,bp,3.787887646,4.106197532,4.1,0.0,0.0,16.32015460585536,20.71370769772428,1.0371990032129996,1.7870058043991488,0.8689981760168763,4.205579560316713,7.053024722644386,177.67203451803556,0.1061032953333334
135,24.43156071,11.48465801,bp,8.467042972,8.626197916,7.1,0.0,0.0,24.102758229613084,14.087618697641872,0.790340505802246,2.077002614177065,0.7289476050770807,2.7806360250962605,8.617875159106756,99.87798611580742,0.053051648000000284
136,24.25632119,10.97345114,bp,5.888732894,5.76140894,6.6,0.0,0.0,17.44617735568044,15.8818378469253,4.308484680038209,1.7654729395558886,0.8791847641094765,5.586162041749045,5.67817640818312,99.64076265942428,-0.04244131800000014
137,24.04266054,10.75532407,bp,0.63,1.27,2.3,0.0,0.0,18.57535252304997,15.16809418436311,4.095470401401142,1.351621505328647,1.2837486844548653,5.641789984673982,3.0523763099244285,154.69189090714758,0.21333333333333335
138,23.97581063,10.57747275,bp,0.9,1.47,1.9,0.0,0.0,18.69389605327009,7.026527035626701,11.327288850071554,1.5639802254788793,1.283318618559651,5.716464677459924,3.032229412831212,98.76665982113973,0.18999999999999997
139,23.90415344,10.78510482,bp,11.14084602,11.55464887,1.6,0.0,0.0,19.671908940900607,15.285438249368982,4.04023486150691,1.3841744318694302,1.348007939189355,5.502787335460875,2.9669175238857326,88.45260133017017,0.13793428333333324
140,23.81413609,10.89146298,bp,2.27,2.705634033,2.8,0.0,0.6816324703731723,19.945788687232795,15.676815321427846,3.7744528346199093,1.6864240265770594,1.3292437938871626,6.533274434984352,0.27904198095163496,162.60748781142505,0.1452113443333333
141,23.80324496,10.79989943,bp,0.55,0.58,1.5,0.0,0.6740795289093848,19.861473178647906,15.339509873134643,3.998793162477164,1.4076772891302785,1.3322807143890616,6.573135164339743,0.2784985412001091,195.60776792503785,0.009999999999999972
142,23.77682103,11.15813707,bp,3.978873577,4.13802852,4.8,0.0,3.4517370495622033,17.94893863772222,16.7681375601922,4.169608953850179,1.4317747137894596,0.9388473984371788,5.398871121012247,1.6668380895974322,191.57418147115578,0.053051647666666625
143,23.82222553,11.16380723,bp,5.029296202,5.411268065,5.5,0.0,2.5393251005766677,18.44835847153977,16.788942137236724,4.191292285517119,1.4250989906495972,0.943184295199215,4.103832829461741,4.564221898868404,171.79973836386336,0.12732395433333318
144,24.31968047,11.74054771,bp,4.901972247,5.347606088,3.3,0.0,0.0,25.530369053497353,14.838083382023996,0.8328869010181441,2.115227669567202,0.41786934570593054,2.9902719040889414,6.971156332461182,69.1461093186802,0.14854461366666674
147,21.71355393,11.60416447,bp,2.29,2.450986124,2.0,0.0,0.0,22.229524379943054,17.584187028026218,0.4191485325944743,2.678272230172335,2.1063223764400156,0.2742819866951329,3.5311677474311574,46.81863505870157,0.0536620413333333
148,21.78553769,11.94731163,bp,3.469577759,3.501408748,4.6,0.0,0.0,33.15853324315514,8.663705556389715,0.13670226404419014,1.9236044043998815,2.926516428178039,0.49370041809290854,2.4455002002727158,58.49550826010567,0.01061032966666664
149,21.95167055,12.18468638,bp,5.98422586,5.856901906,5.6,0.0,0.0,36.27592996811794,7.892584783663935,0.13620520998888505,1.9186931526062596,2.9918905091571917,0.5001257636341249,2.5286890179025034,73.39513188877098,-0.04244131799999984
150,22.02183317,12.08199862,bp,0.7,1.11,2.0,0.0,2.0061824279521514,33.402207138572194,9.236682009767815,0.13287216393848386,4.6377836427524,0.27586906909438236,0.5057688956355844,2.4246681067849862,110.79795740050658,0.13666666666666671
151,22.1852257,12.1449738,bp,3.501408748,3.69239468,4.9,0.0,4.759845492671413,39.35682773559044,2.526978842654719,0.12974586971986224,4.687936779574965,0.2716427459204311,0.5147984727338789,2.5356327932712373,63.316565260217956,0.06366197733333341
152,21.91691253,12.38250162,bp,6.525352667,6.748169587,6.4,0.0,0.0,44.050852887603156,0.3585246748528318,0.14014961188437783,2.2343164002992957,2.689722009550789,0.495198389626482,2.6521542400222637,56.5418054258796,0.07427230666666655
171,25.43332391,34.33418221,bp,4.233521486,4.392676429,3.7,0.0,0.0,0.0,0.0,10.632601718270385,2.606332041966919,0.05780262607331283,0.4549077608578768,7.309154712496141,43.57894278160785,0.053051647666666625
172,24.90735078,34.66329612,bp,2.22,2.450986124,3.6,0.0,0.0,0.0,2.6714863696793945,10.033200836214816,1.8184930193095383,0.4839517017684482,0.8545120901803137,6.5266395840483735,34.643173267679224,0.07699537466666657
173,20.55777251,33.49386522,bp,7.512113314,7.671268257,7.7,0.0,0.0,0.0,0.4356720585126489,6.512322089855767,7.667128680479003,0.057345501454124787,1.5595530103222517,0.8108863672076472,99.98119694057084,0.05305164766666692
174,20.86937028,33.30621965,bp,3.119436885,3.947042589,4.6,0.0,0.0,0.0,0.4195467884925483,9.633052646081152,4.919358985817408,0.8690371624360375,0.7747364792018411,0.38815885357353513,101.66180545268367,0.2758685680000001
175,20.54820962,33.73393535,bp,1.27,2.005352283,2.8,0.0,0.0,0.0,0.41995610092371094,6.872117394724297,7.098949579058007,0.18630622772330752,1.408930540415204,0.8326182400038626,183.16677953224502,0.2451174276666667
176,20.65225761,33.79418337,bp,10.44056427,11.23633898,9.9,0.0,0.0,0.0,0.0,7.42419014875958,6.990303232184549,0.18935206508774866,1.4032406350950648,2.6244458479422192,114.08082361541877,0.26525823666666665
177,20.85173115,33.61657192,bp,6.111549815,6.875493542,5.6,0.0,0.0,0.0,0.0,7.559329693387859,7.140568524192177,0.24621726155022178,1.3683051808132218,0.8292231782722688,158.96722924846526,0.254647909
178,21.0009762,33.60789967,bp,7.671268257,8.116902098,9.2,0.0,0.0,0.0,0.0,7.726110008940506,7.090416515513501,1.0456932313090999,0.5748021487583456,0.8317752060885426,127.92695274638699,0.14854461366666674
180,20.6057334,34.51333553,bp,1.69,2.132676237,2.7,0.0,0.0,0.0,1.1331959535237008,6.539128798197989,0.550997061279297,5.867413278784151,2.238504807385885,1.9384717921971073,46.40758263003702,0.1475587456666667
186,26.08806805,46.32643876,bp,4.551831372,4.83831027,5.0,0.0,0.0,0.0,0.0,1.0669387665314871,3.3018492648808238,0.0,3.9367153812514863,0.8225110353742656,85.88002409748827,0.09549296600000012
187,26.36302701,46.65852741,bp,6.46169069,7.002817496,6.6,0.0,0.0,0.0,0.0,2.6962013323286596,0.7857468761418097,0.9192126720199222,0.8236434671278935,3.5951421182288583,138.98108234353626,0.1803756019999998
188,26.10917963,46.69040539,bp,5.729577951,6.047887837,6.7,0.0,0.0,0.0,0.0,2.617502801406758,1.6971526773167267,0.0,3.9485239983064453,0.833657791807361,145.31535890281756,0.10610329533333356
189,26.35622472,46.8162165,bp,3.9152116,4.010704566,4.6,0.0,0.0,0.0,0.0,2.743750455839817,0.0,1.735422484232511,0.8276453018623063,3.6017841529380323,168.08537698201823,0.031830988666666706
190,25.93341499,46.75386456,bp,1.31,1.43,1.8,0.0,0.0,0.0,0.0,1.0295274914220975,3.3908281981123864,0.0,4.025913285183048,0.8521446998352094,170.86646569760967,0.03999999999999996
191,26.64557984,47.05211802,bp,10.56788822,10.75887415,9.5,0.0,0.0,0.0,0.0,2.9382543026180987,0.0,1.6731516075701673,0.0,3.8563014501350095,111.94768896554756,0.06366197666666669
193,26.584829,47.33891185,bp,4.870141259,4.392676429,4.4,0.0,0.0,0.0,0.0,1.9918082801478676,1.0855908787502575,1.6638373104077306,0.0,3.887510877935773,119.46840248468891,-0.15915494333333355
194,26.38270087,47.29090047,bp,1.35,1.48,2.7,0.0,0.0,0.0,0.0,1.8890078298057524,1.0828558369596122,1.695375335238294,0.0,3.9629508379710567,161.9308107318209,0.0433333333333333
195,26.12561572,47.27440252,bp,12.54140952,12.15943765,9.7,0.0,0.0,0.0,0.0,1.7869226219112764,1.0729801759366486,1.732829534645387,0.602893104195609,4.298013979036848,103.26461644337672,-0.127323956666667
197,25.84220132,46.93783711,bp,9.040000768,9.008169779,10.8,0.0,0.0,0.0,0.0,0.0,4.507963756054957,0.0,4.0722030230686,0.8669876679064348,109.21818971056247,-0.010610329666667084
199,30.57121376,48.90178856,bp,5.98422586,5.98422586,6.9,0.0,0.0,0.0,0.0,19.436256949610883,6.12752032629902,0.0,11.695244413329782,0.0,0.0,0.0
200,37.97262429,45.94387719,bp,12.63690248,12.92338138,10.7,0.0,0.0,0.0,4.294838557102094,0.0,5.878919514323234,0.0,2.991700391648943,1.2075603597252782,53.064641226997544,0.09549296666666685
201,37.58664551,46.05556767,bp,1.09,1.17,1.9,0.0,0.0,0.0,2.2420960991809147,1.9471937247613271,5.7045578622505015,0.0,3.0043311348269626,1.0108968185924543,114.70323616370064,0.026666666666666616
203,37.19510181,45.58702726,bp,12.8597194,13.4326772,8.3,0.0,0.0,0.0,0.0,3.7993593049901726,3.131755158498392,2.283592389734082,1.1536178672351955,1.5055076873558448,70.01761024506774,0.1909859333333337
211,35.20895174,23.34408758,bp,1.35,2.387324146,2.6,0.0,1.2993599924834673,5.6301753776263785,0.0,1.1673268951406714,2.8710675394153897,16.673195652228856,2.0263254439044665,6.024421900761758,48.4264057176093,0.3457747153333333
212,35.18994777,23.20537707,bp,6.780000576,7.703099246,6.0,0.0,1.2492636413201639,5.281436117675207,0.0,1.2027601237767156,3.13291103026694,16.71940010748553,3.9870159898041475,2.83602230481983,9.642425098043613,0.30769955666666665
218,32.17251558,17.93114137,bp,2.06,2.15,2.4,0.0,0.0,1.444730698877641,0.14692072664076317,1.7391397709873007,6.96607478522912,5.438293451806285,4.953252309842677,6.272767151345915,185.85667683160452,0.029999999999999954
219,32.32412661,17.64319379,bp,2.93,3.151267873,4.2,0.0,0.0,1.4590225653079985,0.16242925252569132,7.896122393913494,1.208964343963552,7.245875870213146,2.872187701573815,8.526136633701974,209.4145943399527,0.07375595766666665
220,32.41046455,17.50389089,bp,5.506761031,5.952394872,5.6,0.0,0.0,1.6344032278544922,0.0,8.084004835511037,1.2392636609553922,7.314024191731914,3.916198567958326,7.548211107371827,183.81388075080702,0.14854461366666674
221,31.863786,17.93730716,bp,9.135493733,7.957747155,7.4,0.0,0.0,1.2874099067503326,0.487456310860507,0.9145260971250546,7.214708993699718,5.468843842713299,4.932942830822139,5.91003944037173,206.36839434011765,-0.3925821926666669
222,31.68550522,18.03348731,bp,7.766761223,8.180564075,7.2,0.0,0.0,1.2210345124112936,0.4979128734098663,0.42632047617157065,7.156247633444986,5.249996132596712,5.428319063245362,5.919450638952548,183.73986242824384,0.13793428399999996
223,31.64129049,17.86874086,bp,6.589014644,6.843662553,5.8,0.0,0.0,1.1841639524378884,0.4913591457369245,0.4193403605016978,7.969883708670894,5.1442519720483,4.93655372638511,6.358433682729122,215.4216198746643,0.08488263633333333
224,31.89674369,17.510168,bp,21.89972017,21.8042272,7.3,0.0,0.0,1.2287655040998449,0.15795491118029967,6.406779777816484,2.8627545073586624,7.115311071879542,2.73741661152028,8.625313265123403,1800.4637983791602,-0.03183098999999956
225,31.89179683,17.24741853,bp,4.901972247,5.188451145,4.3,0.0,0.0,1.3441523586949906,0.0,7.13942977801085,4.410437830345778,7.004305223124937,2.3273695125051113,7.445076273571749,269.14293769811354,0.09549296600000012
226,32.11940718,17.11477675,bp,2.13,2.514648101,1.9,0.0,0.0,1.4088699777141438,0.0,7.404658121677123,4.4630264668740836,7.005597279904918,3.238366652076114,9.092587578416818,249.3027745555186,0.12821603366666676
227,31.99938738,17.17616394,bp,2.832957987,2.960281942,3.1,0.0,0.0,1.3734607481778522,0.0,7.272261383692927,4.4379771354510344,6.928202836383592,2.745333426959271,8.239501845807,270.10262602110873,0.042441318333333346
228,32.26116972,17.23739045,bp,7.289296394,7.352958371,4.3,0.0,0.0,1.4938592683025647,0.0,7.288684753077465,2.2151864513286865,9.424311933972835,2.550181530055669,8.190478340092048,220.06445341410807,0.02122065899999992
229,32.24936889,17.1001311,bp,5.856901906,6.429859701,5.6,0.0,0.0,1.4580531059375983,0.0,7.9162394489515515,4.048397798843947,6.963223232709993,3.3762232472743547,9.039662312126222,203.6905666414526,0.19098593166666658
230,31.99259201,17.25743239,bp,0.76,1.23,2.1,0.0,0.0,1.3849482100414983,0.0,6.6908768071105404,4.900571964383053,6.8730463889959,2.4835391891826775,8.46915638516826,335.4528940605266,0.15666666666666665
245,34.02577734,9.71190867,bp,7.448451337,7.703099246,6.6,0.0,40.20646320521463,0.3421960827016918,22.54863941354022,0.0,2.670014117143285,2.279712143546812,7.3249286474061295,13.56806334930833,44.205636263177475,0.08488263633333333
246,34.05093781,9.693092728,bp,0.36,1.03,1.6,0.0,39.9552816597342,0.34157683312144765,22.505125019398985,0.0,2.670017181102891,2.2746864989343867,7.321311139153721,13.559930960414825,270.25159102366337,0.22333333333333336
247,33.89485241,9.407522329,bp,2.08,2.22,3.0,0.0,30.152565127852654,11.21996251807578,15.882540643618313,2.454785234373646,2.6712205463571914,2.9009798107256657,5.229710780020041,14.11689457717985,87.34952622752809,0.04666666666666671
248,34.06856706,9.41808477,bp,0.96,1.03,1.5,0.0,36.830939170495114,1.3737420544774859,19.280840118401002,2.5819698276897145,2.564594726585114,0.6060862103196332,7.261257280512429,14.761005699041565,72.44738112623685,0.023333333333333355
249,33.86120516,9.31434332,bp,2.93,3.151267873,3.8,0.0,29.182288118615464,11.059029046026065,16.053284285164004,2.9346993675895408,2.1364576712744094,2.8994022911650768,3.9596801393377925,15.291016825721497,74.65702157736091,0.07375595766666665
252,33.81748807,9.145595847,bp,0.73,1.08,2.5,0.0,22.604829900961402,19.28970681609634,11.66739223920828,3.9980752587135377,1.2087983056948157,2.3418539424871243,5.420040159813991,13.644442365821696,70.51034042342259,0.1166666666666667
253,33.99186409,8.913800502,bp,4.456338407,4.61549335,4.0,0.0,22.01923437806922,21.740786734735835,8.480505420757655,3.9136642618538953,2.0116831628415275,1.2353848451015534,7.8165118920659875,10.166336229777187,34.48132764672556,0.05305164766666692
261,40.79553508,5.033308552,bp,1.84,1.95,2.0,0.0,0.0,2.2991805389565987,0.1516101172830487,0.16913511065634387,1.3806535084611746,4.6784473992777595,5.565664247632912,9.028971384183137,193.7900764785563,0.036666666666666625
262,40.67586355,5.066075754,bp,0.97,2.31,2.1,0.0,0.0,2.3280531791476085,0.15633448456976567,0.17170034118883395,1.3916471368307985,4.76240140694685,5.548758567800475,9.08970033714476,171.75325336847473,0.4466666666666667
264,40.62028247,5.351199116,bp,7.448451337,7.989578143,8.1,0.0,0.0,2.6169457210842073,0.16949307892020937,0.18299858088612309,1.4656767365816803,5.226132743593918,6.83369053009503,8.954766623558061,149.5107451902001,0.1803756020000001
266,41.0457958,5.079917568,bp,5.76140894,6.270704758,4.3,0.0,0.0,2.326675878300313,0.14582901562710507,0.16741815401500504,1.3835384304274545,2.7714183990017953,6.797905620633694,9.417141097722528,179.77764225160303,0.16976527266666666
267,41.10062307,5.194427313,bp,5.665915974,6.366197724,5.1,0.0,0.0,2.428567976978412,0.14761753410105083,0.1703759386751946,1.408972996078089,2.77650385687275,6.790692703725709,9.413742977225027,173.97979245540594,0.23342725000000009
268,40.67764847,5.571547387,bp,4.901972247,5.06112719,4.9,0.0,1.1992085181464491,1.877688216641501,0.0,1.3097646088270563,0.4067204095410809,5.2739449485401915,6.575084683026429,9.36890974028141,164.04507894935938,0.053051647666666625
269,40.77785741,5.496685904,bp,5.315775099,5.53859202,5.1,0.0,1.1662377436007259,1.6346316940305603,0.16928054098129366,0.18644181830701986,1.5006026196740148,5.181668582682596,5.891550817494607,8.441132495173445,206.35787148090563,0.0742723070000002
270,40.90135226,5.489172571,bp,6.875493542,7.384789359,5.8,0.0,1.1725092810913886,1.6131492069927507,0.16411780139216708,0.18410283781671458,1.4937957418390693,5.102394776032135,4.500761065258944,9.904312263663227,170.43847574929745,0.1697652723333333
284,42.30458188,19.63480854,bp,15.82000134,16.01098728,10.7,0.0,0.0,0.0,6.593506812084695,5.120303657029291,1.947792440692156,0.3737432773844426,4.5595006895959225,3.727987924066571,0.0,0.06366197999999972
290,42.2911532,29.22845886,bp,2.49,2.76929601,3.0,0.0,0.0,6.568120980404111,5.843966173668234,0.0,3.746916093233247,11.416824198973366,1.6987933032317073,1.9287902585136556,231.81414200879985,0.09309866999999998
291,42.31495956,29.27998766,bp,1.24,0.55,3.4,0.0,0.0,6.404680534887747,5.920196054495084,0.0,3.7190739387069627,11.792561190312906,1.3622463083449832,1.9289414743735551,273.94456296916053,-0.22999999999999998
292,42.39482312,29.34016916,bp,3.59,3.628732702,5.1,0.0,0.0,6.147761652576095,6.020820434541243,0.0,3.692911993297295,12.247927379354943,1.2184906958471688,1.7358367571790416,209.2971406581792,0.01291090066666678
294,42.21051793,29.30192194,bp,1.8,1.83,3.5,0.0,0.0,6.509964888590289,5.9314200994971955,0.0,3.6930588741093437,11.635890039060046,1.3468641056423034,1.9100887096911654,313.4717962076808,0.010000000000000009
295,42.29697677,29.43580215,bp,1.22,1.36,2.1,0.0,0.0,6.074204541074812,6.145358973221002,0.0,3.627149810724013,12.088069390167487,1.0325982262902673,1.9147939202755542,267.2714536957824,0.04666666666666671
296,42.36764133,29.52436601,bp,2.05,2.291831181,3.0,0.0,0.0,5.80045195142478,6.298518124387706,0.0,0.12185392036378104,15.652707393099101,1.2235687228117773,1.7195062930693843,256.4160417373588,0.08061039366666674
297,42.47063899,29.60368488,bp,1.0,1.21,2.7,0.0,0.0,5.530671707025043,6.450433663154034,0.0,1.0545792707478177,15.174978683574261,0.9119551670893807,1.7184127396694955,260.8070054557881,0.06999999999999999
298,42.43085771,29.81729986,bp,2.26,2.450986124,4.3,0.0,0.0,5.204618469872699,6.821785504760676,0.12897652673819332,1.6150904963776433,14.287560280256216,0.9093718186556642,1.6996124079408863,263.68861557883906,0.06366204133333338
299,42.4990919,29.73027757,bp,8.53070495,8.944507802,7.3,0.0,0.0,5.282625375984653,6.678188760744018,0.12788676774087768,1.6131828500462286,14.457954047647927,0.9201383987020667,1.709539688485824,206.68273918693185,0.13793428399999996
300,42.57665163,29.82595715,bp,4.169859509,4.265352475,5.5,0.0,0.0,5.056970396852538,6.87458360022745,0.13111553406928522,1.637813525328832,14.502043746814579,0.9377878132707028,1.704613878039631,209.02356923128679,0.031830988666666706
301,42.53738267,29.97268448,bp,1.31,1.909859317,3.1,0.0,0.0,4.875192722567741,7.1595461894683154,0.1341366063429879,1.6522479260207121,14.32766456371933,0.9325354645001229,1.6919478647768178,179.45455681784478,0.19995310566666666
302,42.20210713,29.67127094,bp,12.92338138,13.01887434,8.0,0.0,0.0,5.6869814907678355,6.496277232626079,0.0,0.12286018621206489,15.148039358837673,1.1759728811024215,1.8809843959067523,220.6979130168923,0.03183098666666654
304,41.94673304,29.30027793,bp,5.188451145,5.570423008,6.6,0.0,0.0,6.892857922989684,5.868677015467426,0.0,3.656508873662283,8.927389254203094,5.044515184914125,0.5531385695715041,216.79171149027835,0.12732395433333318
